salesOrderId,orderDate,dueDate,shipDate,status,salesOrderNumber,purchaseOrderNumber,accountNumber,territory,billToAddress,shipToAddress,creditCardId,creditCardApprovalCode,currencyRateId,subTotal,taxAmount,freight,totalDue
43917,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43917,PO8816199739,10-4020-000218,Northwest (United States),"7990 Ocean Beach Hwy.-Longview, Washington, United States","7990 Ocean Beach Hwy.-Longview, Washington, United States",2470.0,108692Vi12864,,21356.1593,2050.8186,640.8808,24047.8587
43918,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43918,,10-4030-022041,Canada (Canada),"6720 Primrose Dr.-Haney, British Columbia, Canada","6720 Primrose Dr.-Haney, British Columbia, Canada",11637.0,530232Vi60125,407.0,3578.27,286.2616,89.4568,3953.9884
43919,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43919,,10-4030-012124,France (France),"8, rue de l´Avenir-Paris, Seine (Paris), France","8, rue de l´Avenir-Paris, Seine (Paris), France",19192.0,631132Vi99723,411.0,3578.27,286.2616,89.4568,3953.9884
43920,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43920,,10-4030-028066,Southwest (United States),"9727 N. Michell Canyon Rd.-Downey, California, United States","9727 N. Michell Canyon Rd.-Downey, California, United States",13339.0,1031889Vi69165,,3578.27,286.2616,89.4568,3953.9884
43921,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43921,,10-4030-016743,Australia (Australia),"3726 Northridge Drive-Coffs Harbour, New South Wales, Australia","3726 Northridge Drive-Coffs Harbour, New South Wales, Australia",1714.0,1234555Vi8808,405.0,3578.27,286.2616,89.4568,3953.9884
43922,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43922,,10-4030-013546,Germany (Germany),"Curieweg 5777-Münster, Saarland, Germany","Curieweg 5777-Münster, Saarland, Germany",10141.0,1035730Vi52301,409.0,3578.27,286.2616,89.4568,3953.9884
43923,2011-07-02T00:00:00,2011-07-14T00:00:00,2011-07-09T00:00:00,Shipped,SO43923,,10-4030-028018,Southwest (United States),"6615 Winterglenn Way-Redwood City, California, United States","6615 Winterglenn Way-Redwood City, California, United States",9202.0,1130221Vi47469,,3578.27,286.2616,89.4568,3953.9884
43924,2011-07-02T00:00:00,2011-07-14T00:00:00,2011-07-09T00:00:00,Shipped,SO43924,,10-4030-012132,France (France),"2222, rue Ste-Honoré-Tremblay-en-France, Seine Saint Denis, France","2222, rue Ste-Honoré-Tremblay-en-France, Seine Saint Denis, France",,,424.0,3578.27,286.2616,89.4568,3953.9884
43925,2011-07-02T00:00:00,2011-07-14T00:00:00,2011-07-09T00:00:00,Shipped,SO43925,,10-4030-016661,Australia (Australia),"7560 Franklin Canyon Road-Malabar, New South Wales, Australia","7560 Franklin Canyon Road-Malabar, New South Wales, Australia",16992.0,234532Vi88181,418.0,3578.27,286.2616,89.4568,3953.9884
43926,2011-07-03T00:00:00,2011-07-15T00:00:00,2011-07-10T00:00:00,Shipped,SO43926,,10-4030-011055,Australia (Australia),"8811 The Trees Dr.-East Brisbane, Queensland, Australia","8811 The Trees Dr.-East Brisbane, Queensland, Australia",17432.0,734127Vi90607,431.0,3374.99,269.9992,84.3748,3729.364
43927,2011-07-03T00:00:00,2011-07-15T00:00:00,2011-07-10T00:00:00,Shipped,SO43927,,10-4030-016662,Australia (Australia),"1825 Corte Del Prado-Sydney, New South Wales, Australia","1825 Corte Del Prado-Sydney, New South Wales, Australia",10726.0,734533Vi55385,431.0,3578.27,286.2616,89.4568,3953.9884
43928,2011-07-03T00:00:00,2011-07-15T00:00:00,2011-07-10T00:00:00,Shipped,SO43928,,10-4030-016740,Australia (Australia),"2096 Blackwood Drive-Melton, Victoria, Australia","2096 Blackwood Drive-Melton, Victoria, Australia",14446.0,934552Vi74889,431.0,3578.27,286.2616,89.4568,3953.9884
43929,2011-07-03T00:00:00,2011-07-15T00:00:00,2011-07-10T00:00:00,Shipped,SO43929,,10-4030-025270,Australia (Australia),"7770 Mota Dr.-Findon, South Australia, Australia","7770 Mota Dr.-Findon, South Australia, Australia",6963.0,435428Vi36220,431.0,699.0982,55.9279,17.4775,772.5036
43930,2011-07-04T00:00:00,2011-07-16T00:00:00,2011-07-11T00:00:00,Shipped,SO43930,,10-4030-028038,Southwest (United States),"478 Grant St-Bellflower, California, United States","478 Grant St-Bellflower, California, United States",18586.0,630226Vi96608,,3578.27,286.2616,89.4568,3953.9884
43931,2011-07-04T00:00:00,2011-07-16T00:00:00,2011-07-11T00:00:00,Shipped,SO43931,,10-4030-013548,Germany (Germany),"Helsenbergbogen 2-Frankfurt, Bayern, Germany","Helsenbergbogen 2-Frankfurt, Bayern, Germany",6819.0,1131029Vi35534,448.0,3578.27,286.2616,89.4568,3953.9884
43932,2011-07-04T00:00:00,2011-07-16T00:00:00,2011-07-11T00:00:00,Shipped,SO43932,,10-4030-016741,Australia (Australia),"5727 Eola-Rhodes, New South Wales, Australia","5727 Eola-Rhodes, New South Wales, Australia",269.0,1034553Vi1404,444.0,3578.27,286.2616,89.4568,3953.9884
43933,2011-07-04T00:00:00,2011-07-16T00:00:00,2011-07-11T00:00:00,Shipped,SO43933,,10-4030-011031,Australia (Australia),"6465 Detroit Ave.-Matraville, New South Wales, Australia","6465 Detroit Ave.-Matraville, New South Wales, Australia",18382.0,135110Vi95514,444.0,3399.99,271.9992,84.9998,3756.989
43934,2011-07-04T00:00:00,2011-07-16T00:00:00,2011-07-11T00:00:00,Shipped,SO43934,,10-4030-011034,Australia (Australia),"5167 Condor Place-North Sydney, New South Wales, Australia","5167 Condor Place-North Sydney, New South Wales, Australia",4693.0,135113Vi24602,444.0,3399.99,271.9992,84.9998,3756.989
43935,2011-07-05T00:00:00,2011-07-17T00:00:00,2011-07-12T00:00:00,Shipped,SO43935,,10-4030-020048,United Kingdom (United Kingdom),"1926 Fish Dr.-Birmingham, England, United Kingdom","1926 Fish Dr.-Birmingham, England, United Kingdom",17801.0,1030405Vi92387,464.0,699.0982,55.9279,17.4775,772.5036
43936,2011-07-05T00:00:00,2011-07-17T00:00:00,2011-07-12T00:00:00,Shipped,SO43936,,10-4030-028065,Southwest (United States),"9444 Camelback Ct.-Beverly Hills, California, United States","9444 Camelback Ct.-Beverly Hills, California, United States",14720.0,131888Vi76277,,3578.27,286.2616,89.4568,3953.9884
43937,2011-07-05T00:00:00,2011-07-17T00:00:00,2011-07-12T00:00:00,Shipped,SO43937,,10-4030-017047,Australia (Australia),"7921 Detroit Ave.-Caloundra, Queensland, Australia","7921 Detroit Ave.-Caloundra, Queensland, Australia",3460.0,233635Vi18228,457.0,3578.27,286.2616,89.4568,3953.9884
43938,2011-07-05T00:00:00,2011-07-17T00:00:00,2011-07-12T00:00:00,Shipped,SO43938,,10-4030-016686,Australia (Australia),"290 Reed Way-Malabar, New South Wales, Australia","290 Reed Way-Malabar, New South Wales, Australia",9400.0,934539Vi48457,457.0,3578.27,286.2616,89.4568,3953.9884
43939,2011-07-05T00:00:00,2011-07-17T00:00:00,2011-07-12T00:00:00,Shipped,SO43939,,10-4030-016659,Australia (Australia),"9716 Broadmoor Drive-Goulburn, New South Wales, Australia","9716 Broadmoor Drive-Goulburn, New South Wales, Australia",12524.0,834642Vi64787,457.0,3578.27,286.2616,89.4568,3953.9884
43940,2011-07-05T00:00:00,2011-07-17T00:00:00,2011-07-12T00:00:00,Shipped,SO43940,,10-4030-025294,Australia (Australia),"3528 Sweetwater Drive/Unit A-North Sydney, New South Wales, Australia","3528 Sweetwater Drive/Unit A-North Sydney, New South Wales, Australia",1400.0,335432Vi7148,457.0,699.0982,55.9279,17.4775,772.5036
43941,2011-07-06T00:00:00,2011-07-18T00:00:00,2011-07-13T00:00:00,Shipped,SO43941,,10-4030-013600,United Kingdom (United Kingdom),"1156 Dublin Court-Watford, England, United Kingdom","1156 Dublin Court-Watford, England, United Kingdom",11686.0,531130Vi60461,477.0,3578.27,286.2616,89.4568,3953.9884
43942,2011-07-06T00:00:00,2011-07-18T00:00:00,2011-07-13T00:00:00,Shipped,SO43942,,10-4030-017051,Australia (Australia),"230 Daisy Way-Brisbane, Queensland, Australia","230 Daisy Way-Brisbane, Queensland, Australia",19065.0,933639Vi99048,470.0,3578.27,286.2616,89.4568,3953.9884
43943,2011-07-06T00:00:00,2011-07-18T00:00:00,2011-07-13T00:00:00,Shipped,SO43943,,10-4030-014565,Southwest (United States),"1885 Riverside Drive-National City, California, United States","1885 Riverside Drive-National City, California, United States",10093.0,133798Vi52021,,699.0982,55.9279,17.4775,772.5036
43944,2011-07-06T00:00:00,2011-07-18T00:00:00,2011-07-13T00:00:00,Shipped,SO43944,,10-4030-011054,Australia (Australia),"5825 B Way-Geelong, Victoria, Australia","5825 B Way-Geelong, Victoria, Australia",18160.0,734126Vi94160,470.0,3399.99,271.9992,84.9998,3756.989
43945,2011-07-06T00:00:00,2011-07-18T00:00:00,2011-07-13T00:00:00,Shipped,SO43945,,10-4030-016675,Australia (Australia),"1515 Tuolumne St.-Matraville, New South Wales, Australia","1515 Tuolumne St.-Matraville, New South Wales, Australia",4559.0,934536Vi23897,470.0,3578.27,286.2616,89.4568,3953.9884
43946,2011-07-06T00:00:00,2011-07-18T00:00:00,2011-07-13T00:00:00,Shipped,SO43946,,10-4030-016687,Australia (Australia),"1386 Eastgate-Malabar, New South Wales, Australia","1386 Eastgate-Malabar, New South Wales, Australia",1301.0,1034540Vi6608,470.0,3578.27,286.2616,89.4568,3953.9884
43947,2011-07-06T00:00:00,2011-07-18T00:00:00,2011-07-13T00:00:00,Shipped,SO43947,,10-4030-016712,Australia (Australia),"7605 Mount Dr.-Coffs Harbour, New South Wales, Australia","7605 Mount Dr.-Coffs Harbour, New South Wales, Australia",1890.0,134550Vi9795,470.0,3578.27,286.2616,89.4568,3953.9884
43948,2011-07-06T00:00:00,2011-07-18T00:00:00,2011-07-13T00:00:00,Shipped,SO43948,,10-4030-011047,Australia (Australia),"2812 Mazatlan-Geelong, Victoria, Australia","2812 Mazatlan-Geelong, Victoria, Australia",8816.0,635119Vi45501,470.0,3399.99,271.9992,84.9998,3756.989
43949,2011-07-07T00:00:00,2011-07-19T00:00:00,2011-07-14T00:00:00,Shipped,SO43949,,10-4030-027726,Southwest (United States),"8327 Roundhouse Place-Lemon Grove, California, United States","8327 Roundhouse Place-Lemon Grove, California, United States",12099.0,530210Vi62562,,3578.27,286.2616,89.4568,3953.9884
43950,2011-07-07T00:00:00,2011-07-19T00:00:00,2011-07-14T00:00:00,Shipped,SO43950,,10-4030-028014,Southwest (United States),"6267 Eastgate Lane-Beverly Hills, California, United States","6267 Eastgate Lane-Beverly Hills, California, United States",9620.0,830218Vi49567,,3578.27,286.2616,89.4568,3953.9884
43951,2011-07-07T00:00:00,2011-07-19T00:00:00,2011-07-14T00:00:00,Shipped,SO43951,,10-4030-016696,Australia (Australia),"8310 MountainAire Pkwy.-Gold Coast, Queensland, Australia","8310 MountainAire Pkwy.-Gold Coast, Queensland, Australia",4649.0,434544Vi24387,483.0,3578.27,286.2616,89.4568,3953.9884
43952,2011-07-07T00:00:00,2011-07-19T00:00:00,2011-07-14T00:00:00,Shipped,SO43952,,10-4030-016639,Australia (Australia),"1767 Holton Court-Melton, Victoria, Australia","1767 Holton Court-Melton, Victoria, Australia",5213.0,734638Vi27263,483.0,3578.27,286.2616,89.4568,3953.9884
43953,2011-07-08T00:00:00,2011-07-20T00:00:00,2011-07-15T00:00:00,Shipped,SO43953,,10-4030-020049,United Kingdom (United Kingdom),"6841 Curletto Dr.-Warrington, England, United Kingdom","6841 Curletto Dr.-Warrington, England, United Kingdom",13222.0,1130407Vi68585,503.0,699.0982,55.9279,17.4775,772.5036
43954,2011-07-08T00:00:00,2011-07-20T00:00:00,2011-07-15T00:00:00,Shipped,SO43954,,10-4030-013602,United Kingdom (United Kingdom),"3168 True Drive/#118-Billericay, England, United Kingdom","3168 True Drive/#118-Billericay, England, United Kingdom",13315.0,631131Vi69068,503.0,3578.27,286.2616,89.4568,3953.9884
43955,2011-07-08T00:00:00,2011-07-20T00:00:00,2011-07-15T00:00:00,Shipped,SO43955,,10-4030-013661,United Kingdom (United Kingdom),"3186 Concord Ct.-Warrington, England, United Kingdom","3186 Concord Ct.-Warrington, England, United Kingdom",19068.0,731136Vi99060,503.0,3578.27,286.2616,89.4568,3953.9884
43956,2011-07-08T00:00:00,2011-07-20T00:00:00,2011-07-15T00:00:00,Shipped,SO43956,,10-4030-011030,Australia (Australia),"636 Vine Hill Way-Cloverdale, South Australia, Australia","636 Vine Hill Way-Cloverdale, South Australia, Australia",9306.0,135109Vi47984,496.0,3399.99,271.9992,84.9998,3756.989
43957,2011-07-09T00:00:00,2011-07-21T00:00:00,2011-07-16T00:00:00,Shipped,SO43957,,10-4030-028068,Southwest (United States),"9106 Edwards Ave.-Newport Beach, California, United States","9106 Edwards Ave.-Newport Beach, California, United States",5365.0,231891Vi28101,,3578.27,286.2616,89.4568,3953.9884
43958,2011-07-09T00:00:00,2011-07-21T00:00:00,2011-07-16T00:00:00,Shipped,SO43958,,10-4030-016658,Australia (Australia),"7281 Barberry Court-Wollongong, New South Wales, Australia","7281 Barberry Court-Wollongong, New South Wales, Australia",8948.0,734641Vi46103,509.0,3578.27,286.2616,89.4568,3953.9884
43959,2011-07-09T00:00:00,2011-07-21T00:00:00,2011-07-16T00:00:00,Shipped,SO43959,,10-4030-011035,Australia (Australia),"1873 Mt. Whitney Dr-Cranbourne, Victoria, Australia","1873 Mt. Whitney Dr-Cranbourne, Victoria, Australia",9071.0,1035114Vi46818,509.0,3374.99,269.9992,84.3748,3729.364
43960,2011-07-09T00:00:00,2011-07-21T00:00:00,2011-07-16T00:00:00,Shipped,SO43960,,10-4030-011046,Australia (Australia),"2356 Orange St-Lavender Bay, New South Wales, Australia","2356 Orange St-Lavender Bay, New South Wales, Australia",14955.0,535118Vi77461,509.0,3374.99,269.9992,84.3748,3729.364
43961,2011-07-10T00:00:00,2011-07-22T00:00:00,2011-07-17T00:00:00,Shipped,SO43961,,10-4030-028031,Southwest (United States),"2782 Pacific-Chula Vista, California, United States","2782 Pacific-Chula Vista, California, United States",7808.0,930225Vi40458,,3578.27,286.2616,89.4568,3953.9884
43962,2011-07-10T00:00:00,2011-07-22T00:00:00,2011-07-17T00:00:00,Shipped,SO43962,,10-4030-028076,Southwest (United States),"9604 Ryan Rd.-Redwood City, California, United States","9604 Ryan Rd.-Redwood City, California, United States",6829.0,1031894Vi35579,,3578.27,286.2616,89.4568,3953.9884
43963,2011-07-10T00:00:00,2011-07-22T00:00:00,2011-07-17T00:00:00,Shipped,SO43963,,10-4030-016685,Australia (Australia),"3296 Trinity Ave-Port Macquarie, New South Wales, Australia","3296 Trinity Ave-Port Macquarie, New South Wales, Australia",3262.0,434538Vi17176,522.0,3578.27,286.2616,89.4568,3953.9884
43964,2011-07-10T00:00:00,2011-07-22T00:00:00,2011-07-17T00:00:00,Shipped,SO43964,,10-4030-016745,Australia (Australia),"3371 Thors Bay Road-Townsville, Queensland, Australia","3371 Thors Bay Road-Townsville, Queensland, Australia",6168.0,1034557Vi32048,522.0,3578.27,286.2616,89.4568,3953.9884
43965,2011-07-10T00:00:00,2011-07-22T00:00:00,2011-07-17T00:00:00,Shipped,SO43965,,10-4030-011038,Australia (Australia),"8357 Sandy Cove Lane-Lavender Bay, New South Wales, Australia","8357 Sandy Cove Lane-Lavender Bay, New South Wales, Australia",10047.0,1135115Vi51730,522.0,3374.99,269.9992,84.3748,3729.364
43966,2011-07-10T00:00:00,2011-07-22T00:00:00,2011-07-17T00:00:00,Shipped,SO43966,,10-4030-011039,Australia (Australia),"9353 Creekside Dr.-Wollongong, New South Wales, Australia","9353 Creekside Dr.-Wollongong, New South Wales, Australia",11169.0,1135116Vi57638,522.0,3399.99,271.9992,84.9998,3756.989
43967,2011-07-11T00:00:00,2011-07-23T00:00:00,2011-07-18T00:00:00,Shipped,SO43967,,10-4030-028040,Northwest (United States),"4160 Saranap-Everett, Washington, United States","4160 Saranap-Everett, Washington, United States",3376.0,1030228Vi17779,,3578.27,286.2616,89.4568,3953.9884
43968,2011-07-11T00:00:00,2011-07-23T00:00:00,2011-07-18T00:00:00,Shipped,SO43968,,10-4030-028067,Southwest (United States),"9991 El Pintado Road-Lemon Grove, California, United States","9991 El Pintado Road-Lemon Grove, California, United States",18833.0,331890Vi97844,,3578.27,286.2616,89.4568,3953.9884
43969,2011-07-11T00:00:00,2011-07-23T00:00:00,2011-07-18T00:00:00,Shipped,SO43969,,10-4030-028071,Southwest (United States),"9956 La Salle St.-Berkeley, California, United States","9956 La Salle St.-Berkeley, California, United States",5284.0,1231893Vi27632,,3578.27,286.2616,89.4568,3953.9884
43970,2011-07-11T00:00:00,2011-07-23T00:00:00,2011-07-18T00:00:00,Shipped,SO43970,,10-4030-016684,Australia (Australia),"6566 Pinole Valley Rd.-Warrnambool, Victoria, Australia","6566 Pinole Valley Rd.-Warrnambool, Victoria, Australia",,,535.0,3578.27,286.2616,89.4568,3953.9884
43971,2011-07-11T00:00:00,2011-07-23T00:00:00,2011-07-18T00:00:00,Shipped,SO43971,,10-4030-016657,Australia (Australia),"115 Santa Fe Street-Lavender Bay, New South Wales, Australia","115 Santa Fe Street-Lavender Bay, New South Wales, Australia",9820.0,1034640Vi50592,535.0,3578.27,286.2616,89.4568,3953.9884
43972,2011-07-12T00:00:00,2011-07-24T00:00:00,2011-07-19T00:00:00,Shipped,SO43972,,10-4030-021939,Canada (Canada),"448 Roanoke Dr.-Langford, British Columbia, Canada","448 Roanoke Dr.-Langford, British Columbia, Canada",2888.0,630220Vi15048,550.0,3578.27,286.2616,89.4568,3953.9884
43973,2011-07-12T00:00:00,2011-07-24T00:00:00,2011-07-19T00:00:00,Shipped,SO43973,,10-4030-028039,Southwest (United States),"5994 El Capitan-Palo Alto, California, United States","5994 El Capitan-Palo Alto, California, United States",4947.0,930227Vi25968,,3578.27,286.2616,89.4568,3953.9884
43974,2011-07-12T00:00:00,2011-07-24T00:00:00,2011-07-19T00:00:00,Shipped,SO43974,,10-4030-013687,United Kingdom (United Kingdom),"1339 W. Hookston Road-Bury, England, United Kingdom","1339 W. Hookston Road-Bury, England, United Kingdom",18889.0,331022Vi98154,555.0,3578.27,286.2616,89.4568,3953.9884
43975,2011-07-12T00:00:00,2011-07-24T00:00:00,2011-07-19T00:00:00,Shipped,SO43975,,10-4030-013540,Germany (Germany),"Marketplatz 5103-Erlangen, Bayern, Germany","Marketplatz 5103-Erlangen, Bayern, Germany",4964.0,1031135Vi26030,552.0,3578.27,286.2616,89.4568,3953.9884
43976,2011-07-12T00:00:00,2011-07-24T00:00:00,2011-07-19T00:00:00,Shipped,SO43976,,10-4030-028063,Southwest (United States),"9081 Texas Way/# A5-Santa Cruz, California, United States","9081 Texas Way/# A5-Santa Cruz, California, United States",3080.0,1231886Vi16221,,3578.27,286.2616,89.4568,3953.9884
43977,2011-07-12T00:00:00,2011-07-24T00:00:00,2011-07-19T00:00:00,Shipped,SO43977,,10-4030-016703,Australia (Australia),"8679 Mt. Tamlapais Place-Hobart, Tasmania, Australia","8679 Mt. Tamlapais Place-Hobart, Tasmania, Australia",6914.0,334547Vi35999,548.0,3578.27,286.2616,89.4568,3953.9884
43978,2011-07-13T00:00:00,2011-07-25T00:00:00,2011-07-20T00:00:00,Shipped,SO43978,,10-4030-028030,Northwest (United States),"3567 Sierra Street-Beaverton, Oregon, United States","3567 Sierra Street-Beaverton, Oregon, United States",12614.0,1230223Vi65238,,3578.27,286.2616,89.4568,3953.9884
43979,2011-07-13T00:00:00,2011-07-25T00:00:00,2011-07-20T00:00:00,Shipped,SO43979,,10-4030-014576,Northwest (United States),"3884 Beauty Street-Renton, Washington, United States","3884 Beauty Street-Renton, Washington, United States",1937.0,733800Vi10105,,699.0982,55.9279,17.4775,772.5036
43980,2011-07-13T00:00:00,2011-07-25T00:00:00,2011-07-20T00:00:00,Shipped,SO43980,,10-4030-011048,Australia (Australia),"1803 Potomac Dr.-Sunbury, Victoria, Australia","1803 Potomac Dr.-Sunbury, Victoria, Australia",17271.0,634123Vi89664,561.0,3374.99,269.9992,84.3748,3729.364
43981,2011-07-13T00:00:00,2011-07-25T00:00:00,2011-07-20T00:00:00,Shipped,SO43981,,10-4030-016664,Australia (Australia),"88, rue Pierre-Demoulin-Melton, Victoria, Australia","88, rue Pierre-Demoulin-Melton, Victoria, Australia",14104.0,734535Vi73154,561.0,3578.27,286.2616,89.4568,3953.9884
43982,2011-07-13T00:00:00,2011-07-25T00:00:00,2011-07-20T00:00:00,Shipped,SO43982,,10-4030-025271,Australia (Australia),"7838 Euclid Ave.-Port Macquarie, New South Wales, Australia","7838 Euclid Ave.-Port Macquarie, New South Wales, Australia",13227.0,735429Vi68619,561.0,699.0982,55.9279,17.4775,772.5036
43983,2011-07-14T00:00:00,2011-07-26T00:00:00,2011-07-21T00:00:00,Shipped,SO43983,,10-4030-028017,Northwest (United States),"4061 Vinewood Dr.-Bremerton, Washington, United States","4061 Vinewood Dr.-Bremerton, Washington, United States",13899.0,630219Vi72064,,3578.27,286.2616,89.4568,3953.9884
43984,2011-07-14T00:00:00,2011-07-26T00:00:00,2011-07-21T00:00:00,Shipped,SO43984,,10-4030-013545,Germany (Germany),"Pappelallee 400-Grevenbroich, Bayern, Germany","Pappelallee 400-Grevenbroich, Bayern, Germany",14141.0,1231027Vi73375,578.0,3578.27,286.2616,89.4568,3953.9884
43985,2011-07-14T00:00:00,2011-07-26T00:00:00,2011-07-21T00:00:00,Shipped,SO43985,,10-4030-013515,Germany (Germany),"Heideweg 6446-Salzgitter, Hessen, Germany","Heideweg 6446-Salzgitter, Hessen, Germany",6184.0,1031133Vi32137,578.0,3578.27,286.2616,89.4568,3953.9884
43986,2011-07-14T00:00:00,2011-07-26T00:00:00,2011-07-21T00:00:00,Shipped,SO43986,,10-4030-028070,Southwest (United States),"2371 Deerfield Dr.-Daly City, California, United States","2371 Deerfield Dr.-Daly City, California, United States",17988.0,431892Vi93331,,3578.27,286.2616,89.4568,3953.9884
43987,2011-07-15T00:00:00,2011-07-27T00:00:00,2011-07-22T00:00:00,Shipped,SO43987,,10-4030-028042,Southwest (United States),"5452 Corte Gilberto-Concord, California, United States","5452 Corte Gilberto-Concord, California, United States",11724.0,730230Vi60646,,3578.27,286.2616,89.4568,3953.9884
43988,2011-07-15T00:00:00,2011-07-27T00:00:00,2011-07-22T00:00:00,Shipped,SO43988,,10-4030-011244,United Kingdom (United Kingdom),"7140 Camelback Road-Runcorn, England, United Kingdom","7140 Camelback Road-Runcorn, England, United Kingdom",16105.0,631742Vi83282,594.0,3399.99,271.9992,84.9998,3756.989
43989,2011-07-15T00:00:00,2011-07-27T00:00:00,2011-07-22T00:00:00,Shipped,SO43989,,10-4030-028083,Southwest (United States),"4159 Apple Drive-Bellflower, California, United States","4159 Apple Drive-Bellflower, California, United States",,,,3578.27,286.2616,89.4568,3953.9884
43990,2011-07-15T00:00:00,2011-07-27T00:00:00,2011-07-22T00:00:00,Shipped,SO43990,,10-4030-025872,Northwest (United States),"7419 Heights Avenue-Sedro Woolley, Washington, United States","7419 Heights Avenue-Sedro Woolley, Washington, United States",17355.0,933261Vi90148,,3399.99,271.9992,84.9998,3756.989
43991,2011-07-15T00:00:00,2011-07-27T00:00:00,2011-07-22T00:00:00,Shipped,SO43991,,10-4030-016660,Australia (Australia),"6567 Pinole Valley Rd-Goulburn, New South Wales, Australia","6567 Pinole Valley Rd-Goulburn, New South Wales, Australia",15438.0,534531Vi79724,587.0,3578.27,286.2616,89.4568,3953.9884
43992,2011-07-15T00:00:00,2011-07-27T00:00:00,2011-07-22T00:00:00,Shipped,SO43992,,10-4030-016638,Australia (Australia),"4921 St. Geemain Lane-Springwood, New South Wales, Australia","4921 St. Geemain Lane-Springwood, New South Wales, Australia",755.0,934637Vi3863,587.0,3578.27,286.2616,89.4568,3953.9884
43993,2011-07-17T00:00:00,2011-07-29T00:00:00,2011-07-24T00:00:00,Shipped,SO43993,,10-4030-016929,Australia (Australia),"7061 Eaker Way-Hobart, Tasmania, Australia","7061 Eaker Way-Hobart, Tasmania, Australia",7605.0,734559Vi39394,613.0,3578.27,286.2616,89.4568,3953.9884
43994,2011-07-18T00:00:00,2011-07-30T00:00:00,2011-07-25T00:00:00,Shipped,SO43994,,10-4030-027681,Southwest (United States),"9091 Pinecrest Dr.-Chula Vista, California, United States","9091 Pinecrest Dr.-Chula Vista, California, United States",7892.0,830209Vi40852,,3578.27,286.2616,89.4568,3953.9884
43995,2011-07-18T00:00:00,2011-07-30T00:00:00,2011-07-25T00:00:00,Shipped,SO43995,,10-4030-021813,Canada (Canada),"1471 Michigan Blvd.-Shawnee, British Columbia, Canada","1471 Michigan Blvd.-Shawnee, British Columbia, Canada",17810.0,430211Vi92426,628.0,3578.27,286.2616,89.4568,3953.9884
43996,2011-07-18T00:00:00,2011-07-30T00:00:00,2011-07-25T00:00:00,Shipped,SO43996,,10-4030-027920,Southwest (United States),"8157 W. Buchanan-Woodland Hills, California, United States","8157 W. Buchanan-Woodland Hills, California, United States",19108.0,730217Vi99282,,3578.27,286.2616,89.4568,3953.9884
43997,2011-07-18T00:00:00,2011-07-30T00:00:00,2011-07-25T00:00:00,Shipped,SO43997,,10-4030-028022,Southwest (United States),"8361 Flora Ave.-Downey, California, United States","8361 Flora Ave.-Downey, California, United States",12375.0,930222Vi63996,,3578.27,286.2616,89.4568,3953.9884
43998,2011-07-18T00:00:00,2011-07-30T00:00:00,2011-07-25T00:00:00,Shipped,SO43998,,10-4030-011033,Australia (Australia),"5927 Rainbow Dr-Milsons Point, New South Wales, Australia","5927 Rainbow Dr-Milsons Point, New South Wales, Australia",16251.0,335112Vi84042,626.0,3374.99,269.9992,84.3748,3729.364
43999,2011-07-18T00:00:00,2011-07-30T00:00:00,2011-07-25T00:00:00,Shipped,SO43999,,10-4030-028047,Northwest (United States),"8297 Dos Encinas-Beaverton, Oregon, United States","8297 Dos Encinas-Beaverton, Oregon, United States",1092.0,735717Vi5439,,3578.27,286.2616,89.4568,3953.9884
44000,2011-07-19T00:00:00,2011-07-31T00:00:00,2011-07-26T00:00:00,Shipped,SO44000,,10-4030-027918,Southwest (United States),"1433 Manila Avenue-Burlingame, California, United States","1433 Manila Avenue-Burlingame, California, United States",11353.0,730215Vi58555,,3578.27,286.2616,89.4568,3953.9884
44001,2011-07-19T00:00:00,2011-07-31T00:00:00,2011-07-26T00:00:00,Shipped,SO44001,,10-4030-028044,Southwest (United States),"1506 St. George Court-Concord, California, United States","1506 St. George Court-Concord, California, United States",10690.0,730231Vi55136,,3578.27,286.2616,89.4568,3953.9884
44002,2011-07-19T00:00:00,2011-07-31T00:00:00,2011-07-26T00:00:00,Shipped,SO44002,,10-4030-014572,Southwest (United States),"7933 Ashwood Dr-Lincoln Acres, California, United States","7933 Ashwood Dr-Lincoln Acres, California, United States",8115.0,730334Vi42087,,699.0982,55.9279,17.4775,772.5036
44003,2011-07-19T00:00:00,2011-07-31T00:00:00,2011-07-26T00:00:00,Shipped,SO44003,,10-4030-019325,Germany (Germany),"Rotthäuser Weg 66-München, Hessen, Germany","Rotthäuser Weg 66-München, Hessen, Germany",6987.0,330403Vi36335,643.0,699.0982,55.9279,17.4775,772.5036
